WorkUID	ItemUID	ImageGroupUID	Series	Subject	Title	Description	Author	AuthorDate	JointAuthor	Commentary	Commentator	Editor	Language	Script 	Scribe	Material	Size_inches	Lines	LettersPerLine	Status	Library	LibraryAddress	Owner	MSSSource	Condition 	Folios	Granthas	CopiedFrom	ObtainedFrom	Publication 	Year 	Edition 	ShelfNo	RowNo	Remarks
W.ISKS1RC3614.001	ISKS1RC3614	IG.ISKS1RC3614.001	3614	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhanadi Prayoga Prasyascittani, Agnihotra Prayogh								Sanskrit	Nandinagari		Palm Leaf	1.18X0.18	8		C	The Oriental Research Institute, 	Mysore			Good	127									
W.ISKS1RC3615.001	ISKS1RC3615	IG.ISKS1RC3615.001	3615	SRAUTA SUTRA / SRAUTA PRAYOGA	Agani-Rudra- Gadya dhvajarohana Bahrharanam 		Vasanthakusumakara						Sanskrit	Telugu		Palm Leaf	1.29X0.12	5		C	The Oriental Research Institute, 	Mysore			Good	47									
W.ISKS1RC3616.001	ISKS1RC3616	IG.ISKS1RC3616.001	3616	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Prayogah								Sanskrit	Nandinagari		Palm Leaf	1.28x0.13	5		C	The Oriental Research Institute, 	Mysore			Good	47									
W.ISKS1RC3617.001	ISKS1RC3617	IG.ISKS1RC3617.001	3617	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Prayogah  								Sanskrit	Nandinagari		Palm Leaf	1.28x0.13	5		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Mysore			Good	47									
W.ISKS1RC3618.001	ISKS1RC3618	IG.ISKS1RC3618.001	3618	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Prayogah 								Sanskrit	Grantha		Palm Leaf	1.14X0.13	6		C	The Oriental Research Institute, 	Enathur, Kanchipuram. TamilNadu.			Good	110									
W.ISKS1RC3619.001	ISKS1RC3619	IG.ISKS1RC3619.001	3619	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Prayoga, Madhyanadina Savana Prayoga,Tritityasavana Prayogah,Pratiprastatr Prayoga.								Sanskrit	Nandinagari		Palm Leaf	1X0.31	7		C	The Oriental Research Institute, 	Mysore			Good	359									
W.ISKS1RC3620.001	ISKS1RC3620	IG.ISKS1RC3620.001	3620	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Prayoga, Madhyanadina Savana Prayoga,Tritityasavana Prayogah,Pratiprastatr Prayoga.								Sanskrit	Nandinagari		Palm Leaf	1X0.31	7		C	The Oriental Research Institute, 	Mysore			Good	359									
W.ISKS1RC3621.001	ISKS1RC3621	IG.ISKS1RC3621.001	3621	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistomiya Prayogaha								Sanskrit	Nandinagari		Palm Leaf	1.28x0.22	11		C	The Oriental Research Institute, 	Mysore			Good	77									
W.ISKS1RC3622.001	ISKS1RC3622	IG.ISKS1RC3622.001	3622	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistomiya Prayogaha								Sanskrit	Nandinagari		Palm Leaf	1.28x0.22	11		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Mysore			Good	77									
W.ISKS1RC3623.001	ISKS1RC3623	IG.ISKS1RC3623.001	3623	SRAUTA SUTRA / SRAUTA PRAYOGA	Apastamba-Agnistoma/Ukthya/Sodasi								Sanskrit	Grantha		Palm Leaf	1.32X0.16	10		C	Sri Prabhakar Ramachandra Srauti Kodlekar 	Enathur, Kanchipuram. TamilNadu.			Good	186									
W.ISKS1RC3624.001	ISKS1RC3624	IG.ISKS1RC3624.001	3624	SRAUTA SUTRA / SRAUTA PRAYOGA	Asvalayana Kutuhala Prayascittah  								Sanskrit	 Devanagari		Palm Leaf	18.86X9	16		C	Taikat Man, Vattamkulam P.O., Edapal .	Gokaran, Noth Karnataka			Good	158									
W.ISKS1RC3625.001	ISKS1RC3625	IG.ISKS1RC3625.001	3625	SRAUTA SUTRA / SRAUTA PRAYOGA	Asvalayana Srauta Part								Sanskrit	Malayalam		Palm Leaf	1.13X0.19	8		C	Taikat Man, Vattamkulam P.O., Edapal .	Malapuram Dist, Kerala			Good	133									
W.ISKS1RC3626.001	ISKS1RC3626	IG.ISKS1RC3626.001	3626	SRAUTA SUTRA / SRAUTA PRAYOGA	Asvalayana Srauta Sutra Bhasya     		`						Sanskrit	Malayalam		Palm Leaf	23.93X3.2	9		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Malapuram Dist, Kerala			Good	363									
W.ISKS1RC3627.001	ISKS1RC3627	IG.ISKS1RC3627.001	3627	SRAUTA SUTRA / SRAUTA PRAYOGA	Asvalayana Sruta Sutram 								Sanskrit	Grantha		Palm Leaf	1.26X0.15	6		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Enathur, Kanchipuram. TamilNadu.			Good	351									
W.ISKS1RC3628.001	ISKS1RC3628	IG.ISKS1RC3628.001	3628	SRAUTA SUTRA / SRAUTA PRAYOGA	Baudhayana Pasu Hautram								Sanskrit	Grantha		Palm Leaf	7.95X1.72	7		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Enathur, Kanchipuram. TamilNadu.			Good	230									
W.ISKS1RC3629.001	ISKS1RC3629	IG.ISKS1RC3629.001	3629	SRAUTA SUTRA / SRAUTA PRAYOGA	Caturmasya prayogah								Sanskrit	Grantha		Palm Leaf	1.15X0.26	7		C	Taikat Man, Vattamkulam P.O., Edapal .	Enathur, Kanchipuram. TamilNadu.			Good	153									
W.ISKS1RC3630.001	ISKS1RC3630	IG.ISKS1RC3630.001	3630	SRAUTA SUTRA / SRAUTA PRAYOGA	Caturmasya Rituals								Sanskrit	Malayalam		Palm Leaf	16X3	9		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Malapuram Dist, Kerala			Good	159									
W.ISKS1RC3631.001	ISKS1RC3631	IG.ISKS1RC3631.001	3631	SRAUTA SUTRA / SRAUTA PRAYOGA	Cayana Prayoga								Sanskrit	Grantha		Palm Leaf	1.10X0.20	5		C	The Oriental Research Institute, 	Enathur, Kanchipuram. TamilNadu.			Good	145									
W.ISKS1RC3632.001	ISKS1RC3632	IG.ISKS1RC3632.001	3632	SRAUTA SUTRA / SRAUTA PRAYOGA	Candogya Sutra Vrtti Pradipika/Prayascittakanda from Drahyayana Srauta sutra								Sanskrit	Nandinagari		Palm Leaf	1.18X0.19	9		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Mysore			Good	148									
W.ISKS1RC3633.001	ISKS1RC3633	IG.ISKS1RC3633.001	3633	SRAUTA SUTRA / SRAUTA PRAYOGA	Darsapurnamasadi-purva Prayoga Apastamba								Sanskrit	Grantha		Palm Leaf	1.33X0.16	6		C	The Mysore Oriental Institute	Enathur, Kanchipuram. TamilNadu.			Good	345									
W.ISKS1RC3634.001	ISKS1RC3634	IG.ISKS1RC3634.001	3634	SRAUTA SUTRA / SRAUTA PRAYOGA	Gotrapravara Sastra								Sanskrit	Grantha		Palm Leaf	1.18X0.12	6		C	The Mysore Oriental Institute	Mysore			Good	102									
W.ISKS1RC3635.001	ISKS1RC3635	IG.ISKS1RC3635.001	3635	SRAUTA SUTRA / SRAUTA PRAYOGA	Istihautram								Sanskrit	Grantha		Palm Leaf	1.27X0.14	8		C	The Mysore Oriental Institute	Mysore			Good	13									
W.ISKS1RC3636.001	ISKS1RC3636	IG.ISKS1RC3636.001	3636	SRAUTA SUTRA / SRAUTA PRAYOGA	Istiprakaranam								Sanskrit	Grantha		Palm Leaf	1.12X0.155	9		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Mysore			Good	13									
W.ISKS1RC3637.001	ISKS1RC3637	IG.ISKS1RC3637.001	3637	SRAUTA SUTRA / SRAUTA PRAYOGA	Kapardikarika  On Asvalayaana Srauta Sutra								Sanskrit	Grantha		Palm Leaf	1.21X0.16	6		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Enathur, Kanchipuram. TamilNadu.			Good	162									
W.ISKS1RC3638.001	ISKS1RC3638	IG.ISKS1RC3638.001	3638	SRAUTA SUTRA / SRAUTA PRAYOGA	Katyayana Savaanu Kramanika, Katyayana								Sanskrit	Grantha		Palm Leaf	1.11X0.133	5		C	Taikat Man, Vattamkulam P.O., Edapal .	Enathur, Kanchipuram. TamilNadu.			Good	215									
W.ISKS1RC3639.001	ISKS1RC3639	IG.ISKS1RC3639.001	3639	SRAUTA SUTRA / SRAUTA PRAYOGA	Kausika Srautam-Puttam Vada Vidhanam								Sanskrit	Malayalam		Palm Leaf	0.97X0.31	10		C		Malapuram Dist, Kerala			Good	275									
W.ISKS1RC3640.001	ISKS1RC3640	IG.ISKS1RC3640.001	3640	SRAUTA SUTRA / SRAUTA PRAYOGA	Kausitakam Rituals								Sanskrit	Malayalam		Palm Leaf	16.77X2.94	7		C					Good	252									
W.ISKS1RC3641.001	ISKS1RC3641	IG.ISKS1RC3641.001	3641	SRAUTA SUTRA / SRAUTA PRAYOGA	Kausitaki Rituals								Sanskrit	Malayalam		Palm Leaf	17.30X2.72	8		C	The Mysore Oriental Institute				Good	214									
W.ISKS1RC3642.001	ISKS1RC3642	IG.ISKS1RC3642.001	3642	SRAUTA SUTRA / SRAUTA PRAYOGA	Maitravaruna Prayogah,Kathakanam Samasa Prayogah								Sanskrit	Telugu/Nandanagari		Palm Leaf	1.23X0.15	6		C	The Mysore Oriental Institute	Mysore			Good	14									
W.ISKS1RC3643.001	ISKS1RC3643	IG.ISKS1RC3643.001	3643	SRAUTA SUTRA / SRAUTA PRAYOGA	Maitravaruna Prayogah,Kathakanam Samasa Prayogah								Sanskrit	Telugu/Nandanagari		Palm Leaf	1.23X0.15	6		C		Mysore			Good	14									
W.ISKS1RC3644.001	ISKS1RC3644	IG.ISKS1RC3644.001	3644	SRAUTA SUTRA / SRAUTA PRAYOGA	Pakazhiyam Karika Rituals of atratra 								Sanskrit	Malayalam		Palm Leaf	16.61X3.15	9		C	Kavapramarath Mana				Good	136									
W.ISKS1RC3645.001	ISKS1RC3645	IG.ISKS1RC3645.001	3645	SRAUTA SUTRA / SRAUTA PRAYOGA	Pakzhiyam Karika Rituals of Agnihotra								Sanskrit	Malayalam		Palm Leaf	16.61X3.15	9		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University				Good	136									
W.ISKS1RC3646.001	ISKS1RC3646	IG.ISKS1RC3646.001	3646	SRAUTA SUTRA / SRAUTA PRAYOGA	Pasubandha Prayogan								Sanskrit	Grantha		Palm Leaf	1.22X0.137	5		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Enathur, Kanchipuram. TamilNadu.			Good	208									
W.ISKS1RC3647.001	ISKS1RC3647	IG.ISKS1RC3647.001	3647	SRAUTA SUTRA / SRAUTA PRAYOGA	Pavamanesti from Srauta Sagrahaan								Sanskrit	Telugu		Palm Leaf	1.18X0.147	4		C	Taikat Man, Vattamkulam P.O., Edapal .	Enathur, Kanchipuram. TamilNadu.			Good	252									
W.ISKS1RC3648.001	ISKS1RC3648	IG.ISKS1RC3648.001	3648	SRAUTA SUTRA / SRAUTA PRAYOGA	Prayoga Vrtti Atiratra								Sanskrit	Malayalam		Palm Leaf	1.22X0.18	8		C	Taikat Man, Vattamkulam P.O., Edapal .	Malapuram Dist, Kerala			Good	221									
W.ISKS1RC3649.001	ISKS1RC3649	IG.ISKS1RC3649.001	3649	SRAUTA SUTRA / SRAUTA PRAYOGA	Prayoga Vrtti Atiratra								Sanskrit	Malayalam		Palm Leaf	1.22X0.18	10		C	The Mysore Oriental Institute	Malapuram Dist, Kerala			Good	221									
W.ISKS1RC3650.001	ISKS1RC3650	IG.ISKS1RC3650.001	3650	SRAUTA SUTRA / SRAUTA PRAYOGA	Purvanukramana Apart.Prayoga-Candrika		Viraraghava						Sanskrit	Grantha		Palm Leaf	1.17X0.13	6		C	Nedumpilli Mana,	Mysore			Good	181									
W.ISKS1RC3651.001	ISKS1RC3651	IG.ISKS1RC3651.001	3651	SRAUTA SUTRA / SRAUTA PRAYOGA	Somayaga Prayogah								Sanskrit	Malayalam		Palm Leaf	26.98X4.94	8		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Irinjalakuda, Kerala			Good	377									
W.ISKS1RC3652.001	ISKS1RC3652	IG.ISKS1RC3652.001	3652	SRAUTA SUTRA / SRAUTA PRAYOGA	Srauta prayagah								Sanskrit	Grantha		Palm Leaf	1.30X0.15	8		C	The Mysore Oriental Institute	Enathur, Kanchipuram. TamilNadu.			Good	219									
W.ISKS1RC3653.001	ISKS1RC3653	IG.ISKS1RC3653.001	3653	SRAUTA SUTRA / SRAUTA PRAYOGA	Srauta prayagah								Sanskrit	Nandinagari		Palm Leaf	1.17X0.25	8		C	The Mysore Oriental Institute	Mysore			Good	129									
W.ISKS1RC3654.001	ISKS1RC3654	IG.ISKS1RC3654.001	3654	SRAUTA SUTRA / SRAUTA PRAYOGA	Srauta prayagah  								Sanskrit	Nandinagari		Palm Leaf	1.17X0.25	10		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Mysore			Good	129									
W.ISKS1RC3655.001	ISKS1RC3655	IG.ISKS1RC3655.001	3655	SRAUTA SUTRA / SRAUTA PRAYOGA	Srsuta Prayogah Atiratra		 						Sanskrit	Grantha		Palm Leaf	1.43X0.18	8		C	Kavapramarath Manna	Enathur, Kanchipuram. TamilNadu.			Good	170									
W.ISKS1RC3656.001	ISKS1RC3656	IG.ISKS1RC3656.001	3656	SRAUTA SUTRA / SRAUTA PRAYOGA	Srauta Rauta rituals asvalayana prayogah								Sanskrit	Malayalam		Palm Leaf	16.11X3.11	12		C	The Mysore Oriental Institute				Good	390									
W.ISKS1RC3657.001	ISKS1RC3657	IG.ISKS1RC3657.001	3657	SRAUTA SUTRA / SRAUTA PRAYOGA	Srautaprayascittani								Sanskrit	Nandinagari		Palm Leaf	1.22X0.2	8		C	Kavapramarath Manna	Mysore			Good	113									
W.ISKS1RC3658.001	ISKS1RC3658	IG.ISKS1RC3658.001	3658	SRAUTA SUTRA / SRAUTA PRAYOGA	Taittriyam Bhasa Agni								Sanskrit	Malayalam		Palm Leaf	14.69X2.98	10		C	Nedumpilli Mana,				Good	354									
W.ISKS1RC3659.001	ISKS1RC3659	IG.ISKS1RC3659.001	3659	SRAUTA SUTRA / SRAUTA PRAYOGA	Vadhula, Adhana sama, Agnihotra mantra prayogah, Ayusmah								Sanskrit/Malayalam	Malayalam		Palm Leaf	25.90X5.40	9		C	Taikat Man, Vattamkulam P.O., Edapal .	Irinjalakuda ,Kerala			Good	363									
W.ISKS1RC3660.001	ISKS1RC3660	IG.ISKS1RC3660.001	3660	SRAUTA SUTRA / SRAUTA PRAYOGA	Vrtti Asvalayan Srauta Sutra-Narayana								Sanskrit	Malayalam		Palm Leaf	1.28X0.37	9		C	Sri Vasudev Nilakantha Joglekar 	Malapuram Dist, Kerala			Good	425									
W.ISKS1RC3661.001	ISKS1RC3661	IG.ISKS1RC3661.001	3661	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhana Hautra								Sanskrit	Devanagari		Paper Mss 	22x9.22	9		C	The Mysore Oriental Institute	Gokaran, North Karnataka			Good	11									
W.ISKS1RC3662.001	ISKS1RC3662	IG.ISKS1RC3662.001	3662	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhana Kusmandadi Prayogah								Sanskrit	Devanagari		Paper Mss 	1.11X0.54	8		C	Sri Vasudev Nilakantha Joglekar 	Mysore			Good	145									
W.ISKS1RC3663.001	ISKS1RC3663	IG.ISKS1RC3663.001	3663	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhana Prayoga-Apastamba								Sanskrit	Devanagari		Paper Mss 	21.72X9.75	9		C	Sri Prabhakar Ramachandra Srauti Kodlekar 	Gokaran, North Karnataka			Good	43									
W.ISKS1RC3664.001	ISKS1RC3664	IG.ISKS1RC3664.001	3664	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhan Prayogah-Baudhayana								Sanskrit	Devanagari		Paper Mss 	19.38X8.69	9		C	Sri Vasudev Nilakantha Joglekar 	Gokaran, North Karnataka			Good	113									
W.ISKS1RC3665.001	ISKS1RC3665	IG.ISKS1RC3665.001	3665	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhan Prayogah-Baudhayana								Sanskrit	Devanagari		Paper Mss 	27.11X9.44	9		C	The Mysore Oriental Institute	Gokaran, North Karnataka			Good	71									
W.ISKS1RC3666.001	ISKS1RC3666	IG.ISKS1RC3666.001	3666	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhana Prayogahvidhi.Hautra								Sanskrit	Devanagari		Paper Mss 	1X0.50	10		C	Taikat Man, Vattamkulam P.O., Edapal .	Mysore			Good	8									
W.ISKS1RC3667.001	ISKS1RC3667	IG.ISKS1RC3667.001	3667	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhana(Agni)and related Ritals & Mantras								Sanskrit	Malayalam		Paper Mss 	1X0.73	20		C	Sri Vasudev Nilakantha Joglekar 	Malapuram Dist, Kerala			Good	75									
W.ISKS1RC3668.001	ISKS1RC3668	IG.ISKS1RC3668.001	3668	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhanapaddhati-Hiranyakesi								Sanskrit	Devanagari		Paper Mss 	20.61X8.90	13		C	Sri Prabhakar Ramachandra Srauti Kodlekar 	Gokaran, North Karnataka			Good	129									
W.ISKS1RC3669.001	ISKS1RC3669	IG.ISKS1RC3669.001	3669	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhanaprasna-Anantadevi								Sanskrit	Devanagari		Paper Mss 	19.38X7.55	8		C	Sri Prabhakar Ramachandra Srauti Kodlekar 	Gokaran, North Karnataka			Good	48									
W.ISKS1RC3670.001	ISKS1RC3670	IG.ISKS1RC3670.001	3670	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhanaprayoga								Sanskrit	Devanagari		Paper Mss 	25.16X8.97	9		C	Sri Vasudev Nilakantha Joglekar 	Gokaran, North Karnataka			Good	93									
W.ISKS1RC3671.001	ISKS1RC3671	IG.ISKS1RC3671.001	3671	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhanaprayogah-Anandadeava								Sanskrit	Devanagari		Paper Mss 	18.61X8.84	10		C	The Mysore Oriental Institute	Gokaran, North Karnataka			Good	145									
W.ISKS1RC3672.001	ISKS1RC3672	IG.ISKS1RC3672.001	3672	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhanavidhi Prayogah								Sanskrit	Devanagari		Paper Mss 	1.11X0.54	9		C	Sri Vasudev Nilakantha Joglekar 	Mysore			Good	145									
W.ISKS1RC3673.001	ISKS1RC3673	IG.ISKS1RC3673.001	3673	SRAUTA SUTRA / SRAUTA PRAYOGA	Adhvaryu Caturmasya Prayogah								Sanskrit	Devanagari		Paper Mss 	18.87X8.70	10		C	The Mysore Oriental Institute	Gokaran, North Karnataka			Good	28									
W.ISKS1RC3674.001	ISKS1RC3674	IG.ISKS1RC3674.001	3674	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnidhr Prayogah								Sanskrit	Devanagari		Paper Mss 	1X0.55	11		C	The Academy of Sanskrit Research	Mysore			Good	7									
W.ISKS1RC3675.001	ISKS1RC3675	IG.ISKS1RC3675.001	3675	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnidhr Prayogah, Aptoryama Hautra Prayagah								Sanskrit	Devanagari		Paper Mss 	18.82X9	11		C	The Academy of Sanskrit Research	Melkote, Karnataka			Good	11									
W.ISKS1RC3676.001	ISKS1RC3676	IG.ISKS1RC3676.001	3676	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnidhr Prayogah, Aptoryama Hautra Prayagah   								Sanskrit	Devanagari		Paper Mss 	19.81X10.86	9		C	Sri Vasudev Nilakantha Joglekar 	Melkote, Karnataka			Good	11									
W.ISKS1RC3677.001	ISKS1RC3677	IG.ISKS1RC3677.001	3677	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnidhra Prayogah								Sanskrit	Devanagari		Paper Mss 	14.52X8.52	9		C	Sri Vasudev Nilakantha Joglekar 	Gokaran, North Karnataka			Good	13									
W.ISKS1RC3678.001	ISKS1RC3678	IG.ISKS1RC3678.001	3678	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnihotra Homa Punaradheya								Sanskrit	Devanagari		Paper Mss 	18.61X8.80	13		C	Sri Prabhakar Ramachandra Srauti Kodlekar 	Gokaran, North Karnataka			Good	40									
W.ISKS1RC3679.001	ISKS1RC3679	IG.ISKS1RC3679.001	3679	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Audgatr Prayogah								Sanskrit	Devanagari		Paper Mss 	17.44X9.30	10		C	Sri Samba Diksit	Gokaran, North Karnataka			Good	159									
W.ISKS1RC3680.001	ISKS1RC3680	IG.ISKS1RC3680.001	3680	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Audgatr Prayogah 								Sanskrit	Devanagari		Paper Mss 	18.77X9.19	7		C	Sri Samba Diksit	Gokaran, North Karnataka			Good	39									
W.ISKS1RC3681.001	ISKS1RC3681	IG.ISKS1RC3681.001	3681	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma  Hautra								Sanskrit	Devanagari		Paper Mss 	20.33X9.58	12		C	Sri Samba Diksit	Gokaran, North Karnataka			Good	115									
W.ISKS1RC3682.001	ISKS1RC3682	IG.ISKS1RC3682.001	3682	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Hautra Prayogah								Sanskrit	Devanagari		Paper Mss 	18.83X8.88	8		C	The Mysore Oriental Institute	Gokaran, North Karnataka			Good	59									
W.ISKS1RC3683.001	ISKS1RC3683	IG.ISKS1RC3683.001	3683	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Hautra Prayogah Vidhi								Sanskrit	Devanagari		Paper Mss 	13.13X15.88	21		C	Sri Samba Diksit	Mysore			Good	64									
W.ISKS1RC3684.001	ISKS1RC3684	IG.ISKS1RC3684.001	3684	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Hautra								Sanskrit	Devanagari		Paper Mss 	20.55X9.55	10		C	Sri Chandrasekharendra Sarasvati Viswa Maha Vidyalaya, Deemed University	Gokaran, North Karnataka			Good	139									
W.ISKS1RC3685.001	ISKS1RC3685	IG.ISKS1RC3685.001	3685	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma  Hautram								Sanskrit	Granth		Paper Mss 	1X0.65	22		C	The Pennsylvania University Library	Enathur, Kanchipuram. TamilNadu.			Good	193									
W.ISKS1RC3686.001	ISKS1RC3686	IG.ISKS1RC3686.001	3686	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma maitravaruna prayogah								Sanskrit	Devanagari		Paper Mss 	9.22X4.25	9		C	Sri Samba Diksit				Good	80									
W.ISKS1RC3687.001	ISKS1RC3687	IG.ISKS1RC3687.001	3687	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Sama								Sanskrit	Devanagari		Paper Mss 	19.30X9.51	9		C	Sri Samba Diksit	Gokaran, North Karnataka			Good	13									
W.ISKS1RC3688.001	ISKS1RC3688	IG.ISKS1RC3688.001	3688	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Sapta Hautra  								Sanskrit	Devanagari		Paper Mss 	18.18X8.72	10		C	The Mysore Oriental Institute	Gokaran, North Karnataka			Good	245									
W.ISKS1RC3689.001	ISKS1RC3689	IG.ISKS1RC3689.001	3689	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistoma Somayajne Maitravaruna Prayogah, Somaprayogah maitravarunaprayogah								Sanskrit	Nandinagari		Paper Mss 	1X0.55	17		C	Sri Prabhakar Ramachandra Srauti Kodlekar 	Mysore			Good	151									
W.ISKS1RC3690.001	ISKS1RC3690	IG.ISKS1RC3690.001	3690	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistomaprayogah								Sanskrit	Devanagari		Paper Mss 	19.75X9.41	10		C	The Mysore Oriental Institute	Gokaran, North Karnataka			Good	270									
W.ISKS1RC3691.001	ISKS1RC3691	IG.ISKS1RC3691.001	3691	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnistomayajae Maitravaruna Prayogah,Soma Prayogah Aruna Prayogah								Sanskrit	Nandinagari		Paper Mss 	1X0.55	17		C	The Mysore Oriental Institute	Mysore			Good	151									
W.ISKS1RC3692.001	ISKS1RC3692	IG.ISKS1RC3692.001	3692	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnithotraprayascittavidhi								Sanskrit	Nandinagari		Paper Mss 	5.67x4	10		C	The Taikat mana, Vattamkulam P.O.	Mysore			Good	21									
W.ISKS1RC3693.001	ISKS1RC3693	IG.ISKS1RC3693.001	3693	SRAUTA SUTRA / SRAUTA PRAYOGA	Agniyude Taittiriyam Bhasa								Sanskrit	Malayalam		Paper Mss 	0.72X1.16	20		C	The Academy of Sanskrit Research	Edapal, Malapuram Dist. Kerala			Good	65									
W.ISKS1RC3694.001	ISKS1RC3694	IG.ISKS1RC3694.001	3694	SRAUTA SUTRA / SRAUTA PRAYOGA	Aganyaddharana Vidhi								Sanskrit	Devanagar		Paper Mss 	1x0.52	8		C	The Mysore Oriental Institute	Melkote, Karnataka			Good	15									
W.ISKS1RC3695.001	ISKS1RC3695	IG.ISKS1RC3695.001	3695	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnyadhana  C								Sanskrit	Devanagari		Paper Mss 	1X0.85	9		C	The Myori ,Mysore University	Mysore			Good	59									
W.ISKS1RC3696.001	ISKS1RC3696	IG.ISKS1RC3696.001	3696	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnyadhana  Vidhi								Sanskrit	Devanagari		Paper Mss 	1X0.89	9		C	The Mysore Oriental Institute	Mysore			Good	59									
W.ISKS1RC3697.001	ISKS1RC3697	IG.ISKS1RC3697.001	3697	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnyadhana  Vidhih								Sanskrit	Devanagari		Paper Mss 	6X4	8		C	The Mysore Oriental Institute	Mysore			Good	59									
W.ISKS1RC3698.001	ISKS1RC3698	IG.ISKS1RC3698.001	3698	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnyadhana  Vidhih  1								Sanskrit	Devanagari		Paper Mss 	6X4	9		C	The Mysore Oriental Institute	Mysore			Good	59									
W.ISKS1RC3699.001	ISKS1RC3699	IG.ISKS1RC3699.001	3699	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnyadhana  Vidhih  2								Sanskrit	Devanagari		Paper Mss 	0.94X0.78	9		C	The Mysore Oriental Institute	Mysore			Good	59									
W.ISKS1RC3700.001	ISKS1RC3700	IG.ISKS1RC3700.001	3700	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnyadhana  Vidhih  3								Sanskrit	Devanagari		Paper Mss 	0.95x0.76	9		C	The Mysore Oriental Institute	Mysore			Good	59									
W.ISKS1RC3701.001	ISKS1RC3701	IG.ISKS1RC3701.001	3701	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnyadhana  Vidhih  4								Sanskrit	Devanagari		Paper Mss 	0.95x0.76	9		C	Sri Prabhakar Ramachandra Srauti Kodlekar 	Mysore			Good	59									
W.ISKS1RC3702.001	ISKS1RC3702	IG.ISKS1RC3702.001	3702	SRAUTA SUTRA / SRAUTA PRAYOGA	Agnyadhanam								Sanskrit	Devanagari		Paper Mss 	22.27X7.94	9		C	The Academy of Sanskrit Research	Gokaran, North Karnataka			Good	97									
