WorkUID	ItemUID	ImageGroupUID	Series	Subject	Title	Description	Author	AuthorDate	JointAuthor	Commentary	Commentator	Editor	Language	Script	Scribe	Material	Size_inches	Lines	LettersPerLine	Status	Library	LibraryAddress	Owner	MSSSource	Condition	Folios	Granthas	CopiedFrom	ObtainedFrom	Publication	Year	Edition	ShelfNo	RowNo	Remarks
W.ISKS1RC2156.001	ISKS1RC2156	IG.ISKS1RC2156.001	2156	AYURVEDA	Visavaidyam								Sanskrit	Malayalam		Palm leaf	31.54X7.89	10		C	Kapra Mana				Good	209									
W.ISKS1RC2157.001	ISKS1RC2157	IG.ISKS1RC2157.001	2157	AYURVEDA	Yogarnava & Cikitsa								Sanskrit	Malayalam		Palm leaf	8.54X1.51	8		C	Puliyannur Tantri Mana.			Kapra Mana	Good	192									
W.ISKS1RC2158.001	ISKS1RC2158	IG.ISKS1RC2158.001	2158	AYURVEDA	Astangahrdaya Part								Sanskrit	Malayalam		Palm leaf	8.54X1.52	10		C	Kapra Mana			Puliyannur Tantri Mana	Good	221									
W.ISKS1RC2159.001	ISKS1RC2159	IG.ISKS1RC2159.001	2159	AYURVEDA	Cikitsa and Yogagrantha								Sanskrit	Malayalam		Palm leaf	12X2.7	8		C				Kapra Mana	Good	243									
W.ISKS1RC2160.001	ISKS1RC2160	IG.ISKS1RC2160.001	2160	AYURVEDA	Manusyalayacandrika								Sanskrit	Malayalam		Palm leaf	4.92X1.2	6		C					Good	188									
W.ISKS1RC2161.001	ISKS1RC2161	IG.ISKS1RC2161.001	2161	AYURVEDA	Mantravada grantha								Sanskrit	Malayalam		Palm leaf	4X1.14	6		C					Good	111									
W.ISKS1RC2162.001	ISKS1RC2162	IG.ISKS1RC2162.001	2162	AYURVEDA	Astangahrdayam								Sanskrit	Malayalam		Palm leaf	7.8X1.6	10		C	Kapra Mana				Good	102									
W.ISKS1RC2163.001	ISKS1RC2163	IG.ISKS1RC2163.001	2163	AYURVEDA	Astangahrdayam								Sanskrit	Malayalam		Palm leaf	7.82X1.56	10		C	Kapra Mana			Kapra Mana	Good	103									
W.ISKS1RC2164.001	ISKS1RC2164	IG.ISKS1RC2164.001	2164	AYURVEDA	Astangahrdayam contd varacikitsa								Sanskrit	Malayalam		Palm leaf	7.91X1.22	11		C				Kapra Mana	Good	232									
W.ISKS1RC2165.001	ISKS1RC2165	IG.ISKS1RC2165.001	2165	AYURVEDA	Astangahrdayam Sutrasthanam								Sanskrit	Malayalam		Palm leaf	8.31X1.68	9		C					Good	397									
W.ISKS1RC2166.001	ISKS1RC2166	IG.ISKS1RC2166.001	2166	AYURVEDA	Jvaracikitsa								Sanskrit	Malayalam		Palm leaf	7.91X1.22	11		C	Kapra Mana				Good	231									
W.ISKS1RC2167.001	ISKS1RC2167	IG.ISKS1RC2167.001	2167	AYURVEDA	Cikitsa and Yogagrantha								Sanskrit	Malayalam		Palm leaf	12X207	7		C	Puliyannur Tantri Mana.			Kapra Mana	Good	243									
W.ISKS1RC2168.001	ISKS1RC2168	IG.ISKS1RC2168.001	2168	AYURVEDA	Cikitsa								Sanskrit	Malayalam		Palm leaf	26.36X4.44	8		C	TPN Private Collection			Puliyannur Tantri Mana	Good	134									
W.ISKS1RC2169.001	ISKS1RC2169	IG.ISKS1RC2169.001	2169	AYURVEDA	Cikitsavidhi								Sanskrit	Malayalam		Palm leaf	5.89X1.04	9		C	Kapra Mana			TPN Private Collection	Good	325									
W.ISKS1RC2170.001	ISKS1RC2170	IG.ISKS1RC2170.001	2170	AYURVEDA	Cikitsavidhi								Sanskrit	Malayalam		Palm leaf	6.67X1.47	7		C	TPN Private Collection			Kapra Mana	Good	76									
W.ISKS1RC2171.001	ISKS1RC2171	IG.ISKS1RC2171.001	2171	AYURVEDA	Ayurvedic Medicines								Sanskrit	Malayalam		Palm leaf	3.98X0.80	8		C	Puliyannur Tantri Mana.			TPN Private Collection	Good	224									
W.ISKS1RC2172.001	ISKS1RC2172	IG.ISKS1RC2172.001	2172	AYURVEDA	Cikistsa and Mantravada								Sanskrit	Malayalam		Palm leaf	8.65X1.76	8		C	Aandaladi Mana			Puliyannur Tantri Mana	Good	265									
W.ISKS1RC2173.001	ISKS1RC2173	IG.ISKS1RC2173.001	2173	AYURVEDA	Cikistsa - Mantravada								Sanskrit	Malayalam		Palm leaf	26X8.63	9		C	Puliyannur Tantri Mana.			Andaladi Mana	Good	172									
W.ISKS1RC2174.001	ISKS1RC2174	IG.ISKS1RC2174.001	2174	AYURVEDA	Mantravada grantha								Sanskrit	Malayalam		Palm leaf	8.41X1.81	7		C	Puliyannur Tantri Mana.			Puliyannur Tantri Mana	Good	172									
W.ISKS1RC2175.001	ISKS1RC2175	IG.ISKS1RC2175.001	2175	AYURVEDA	Mantravada grantha								Sanskrit	Malayalam		Palm leaf	7X2	10		C				Puliyannur Tantri Mana	Good	323									
W.ISKS1RC2176.001	ISKS1RC2176	IG.ISKS1RC2176.001	2176	AYURVEDA	Yogagrantha								Sanskrit	Malayalam		Palm leaf	12X2.7	8		C					Good	243									
W.ISKS1RC2177.001	ISKS1RC2177	IG.ISKS1RC2177.001	2177	AYURVEDA	Mantra and Ayurveda								Sanskrit	Malayalam		Palm leaf	28.44X21.33	9		C	TPN Private Collection				Good	786									
W.ISKS1RC2178.001	ISKS1RC2178	IG.ISKS1RC2178.001	2178	AYURVEDA	Mantra								Sanskrit	Malayalam		Palm leaf	3.28X1.38	8		C				TPN Private Collection	Good	359									
W.ISKS1RC2179.001	ISKS1RC2179	IG.ISKS1RC2179.001	2179	AYURVEDA	Kapra Astangahrdayam								Sanskrit	Malayalam		Palm leaf	10X1.8	9		C	TPN Private Collection				Good	208									
W.ISKS1RC2180.001	ISKS1RC2180	IG.ISKS1RC2180.001	2180	AYURVEDA	Yantra & Mantra								Sanskrit	Malayalam		Palm leaf	3.58X0.8	8		C	Kapra Mana			TPN Private Collection	Good	121									
W.ISKS1RC2181.001	ISKS1RC2181	IG.ISKS1RC2181.001	2181	AYURVEDA	Vaidyam a1								Sanskrit	Malayalam		Palm leaf	6.67X2	8		C				Kapra Mana	Good	52									
W.ISKS1RC2182.001	ISKS1RC2182	IG.ISKS1RC2182.001	2182	AYURVEDA	Yantra a1								Sanskrit	Malayalam		Palm leaf	17.77X13.33	8		C	Puliyannur Tantri Mana.				Good	120									
W.ISKS1RC2183.001	ISKS1RC2183	IG.ISKS1RC2183.001	2183	AYURVEDA	Visavaidyam								Sanskrit	Malayalam		Palm leaf	32.44X7.89	10		C	Puliyannur Tantri Mana.			Puliyannur Tantri Mana	Good	209									
W.ISKS1RC2184.001	ISKS1RC2184	IG.ISKS1RC2184.001	2184	AYURVEDA	Visacikisa-Mantravada								Sanskrit	Malayalam		Palm leaf	23.22X			C	Puliyannur Tantri Mana.			Puliyannur Tantri Mana	Good	460									
W.ISKS1RC2185.001	ISKS1RC2185	IG.ISKS1RC2185.001	2185	AYURVEDA	Astangahrdayam								Sanskrit	Malayalam		Palm leaf	10X1.8	10		C				Puliyannur Tantri Mana	Good	209									
W.ISKS1RC2186.001	ISKS1RC2186	IG.ISKS1RC2186.001	2186	AYURVEDA	Vaidyam								Sanskrit	Malayalam		Palm leaf	6.67X1.8	8		C					Good	75									
W.ISKS1RC2187.001	ISKS1RC2187	IG.ISKS1RC2187.001	2187	AYURVEDA	Vaidya Nidana Cikitsa								Sanskrit	Malayalam		Palm leaf	9.58X1.54	10		C	Kapra Mana			Kavapramaramarath Mana	Good	374									
W.ISKS1RC2188.001	ISKS1RC2188	IG.ISKS1RC2188.001	2188	AYURVEDA	Vaidya Visayam skt slokas								Sanskrit	Malayalam		Palm leaf	8X3.57	8		C				Kapra Mana	Good	394									
W.ISKS1RC2189.001	ISKS1RC2189	IG.ISKS1RC2189.001	2189	AYURVEDA	Vaidya								Sanskrit	Malayalam		Palm leaf	6.67X1.47	7		C					Good	75									
W.ISKS1RC2190.001	ISKS1RC2190	IG.ISKS1RC2190.001	2190	AYURVEDA	Mantravada								Sanskrit	Malayalam		Palm leaf	7X2	10		C					Good	322									
W.ISKS1RC2191.001	ISKS1RC2191	IG.ISKS1RC2191.001	2191	AYURVEDA	Mantravada								Sanskrit	Malayalam		Palm leaf	8.14X1.81	7		C					Good	90									
W.ISKS1RC2192.001	ISKS1RC2192	IG.ISKS1RC2192.001	2192	AYURVEDA	Mantravada								Sanskrit	Malayalam		Palm leaf	8.65X1.76	8		C					Good	266									
W.ISKS1RC2193.001	ISKS1RC2193	IG.ISKS1RC2193.001	2193	AYURVEDA	Yogarnava & Sarvasiddhanta sangraha								Sanskrit	Malayalam		Palm leaf	7.32X1.7	8		C					Good	192									
W.ISKS1RC2194.001	ISKS1RC2194	IG.ISKS1RC2194.001	2194	AYURVEDA	Mantrvada Grantha								Sanskrit	Malayalam		Palm leaf	10X1.13	6		C	Kapra Mana				Good	115									
W.ISKS1RC2195.001	ISKS1RC2195	IG.ISKS1RC2195.001	2195	AYURVEDA	Astangahrdayam Sutrasthanam a1								Sanskrit	Malayalam		Palm leaf	8.31X1.68	9		C				Kapra Mana	Good	398									
W.ISKS1RC2196.001	ISKS1RC2196	IG.ISKS1RC2196.001	2196	AYURVEDA	Ayu								Sanskrit	Malayalam		Palm leaf	17.77x13.33	8		C	Puliyannur Tantri Mana.				Good	223									
W.ISKS1RC2197.001	ISKS1RC2197	IG.ISKS1RC2197.001	2197	AYURVEDA	Ayurveda cikitsa								Sanskrit	Malayalam		Palm leaf	26.94X5.11	8		C	Puliyannur Tantri Mana.			Puliyannur Tantri Mana	Good	321									
W.ISKS1RC2198.001	ISKS1RC2198	IG.ISKS1RC2198.001	2198	AYURVEDA	Ayurveda cikitsa a1								Sanskrit	Malayalam		Palm leaf	27.15X4	9		C	Puliyannur Tantri Mana.			Puliyannur Tantri Mana	Good	433									
W.ISKS1RC2199.001	ISKS1RC2199	IG.ISKS1RC2199.001	2199	AYURVEDA	Mantravada & Sarirasatram								Sanskrit	Malayalam		Palm leaf	10X1.13	6		C	"Andaladi Mana, Marutur Pattambi."			Puliyannur Tantri Mana	Good	205									
W.ISKS1RC2200.001	ISKS1RC2200	IG.ISKS1RC2200.001	2200	AYURVEDA	Mandravada Andaladi								Sanskrit	Malayalam		Palm leaf	24.73X4.98	10		C	Puliyannur Tantri Mana.			"Andaladi Mana, Marutur Pattambi."	Good	87									
W.ISKS1RC2201.001	ISKS1RC2201	IG.ISKS1RC2201.001	2201	AYURVEDA	Mantravada Grantha								Sanskrit	Malayalam		Palm leaf	4X1.14	7		C	Puliyannur Tantri Mana.			Puliyannur Tantri Mana	Good	113									
W.ISKS1RC2202.001	ISKS1RC2202	IG.ISKS1RC2202.001	2202	AYURVEDA	Manusyalayacandrika & Vaidyaka								Sanskrit	Malayalam		Palm leaf	4.92X1.2	6		C	Puliyannur Tantri Mana.				Good	188									
W.ISKS1RC2203.001	ISKS1RC2203	IG.ISKS1RC2203.001	2203	AYURVEDA	Manusyalayacandrika & Vaidyaka								Sanskrit	Malayalam		Palm leaf	8.44X4.1	7		C	Puliyannur Tantri Mana.				Good	176									
W.ISKS1RC2204.001	ISKS1RC2204	IG.ISKS1RC2204.001	2204	AYURVEDA	Many yantra Works								Sanskrit	Malayalam		Palm leaf	24.40X4.15	9		C	Puliyannur Tantri Mana.			Puliyannur Tantri Mana	Good	299									
W.ISKS1RC2205.001	ISKS1RC2205	IG.ISKS1RC2205.001	2205	AYURVEDA	Nidana part of Ayurveda								Sanskrit	Malayalam		Palm leaf	23.77X4.19	10		C				Puliyannur Tantri Mana	Good	387									
W.ISKS1RC2206.001	ISKS1RC2206	IG.ISKS1RC2206.001	2206	AYURVEDA	Sarvaroganidanam								Sanskrit	Malayalam		Palm leaf	7.78X1.61	8		C	Kapra Mana				Good	299									
W.ISKS1RC2207.001	ISKS1RC2207	IG.ISKS1RC2207.001	2207	AYURVEDA	Sarvaroganidanam								Sanskrit	Malayalam		Palm leaf	7.82X1.56	8		C	"Andaladi Mana, Marutur Pattambi."			Kapra Mana	Good	297									
W.ISKS1RC2208.001	ISKS1RC2208	IG.ISKS1RC2208.001	2208	AYURVEDA	Vaidyam Mantravadam								Sanskrit	Malayalam		Palm leaf	26.86X5.16	8		C				"Andaladi Mana, Marutur Pattambi."	Good	183									
W.ISKS1RC2209.001	ISKS1RC2209	IG.ISKS1RC2209.001	2209	AYURVEDA	Sarngadharasamhita								Sanskrit	Devanagari		Paper Mss	4.45X3.46	15		C					Good	46									
W.ISKS1RC2210.001	ISKS1RC2210	IG.ISKS1RC2210.001	2210	AYURVEDA	Sarngadharasamhita								Sanskrit	Devanagari		Paper Mss	3.85X2.92	15		C					Good	24									
W.ISKS1RC2211.001	ISKS1RC2211	IG.ISKS1RC2211.001	2211	AYURVEDA	Astagandha								Sanskrit	Devanagari		Paper Mss	5.4X2.28	4		C					Good	3									
W.ISKS1RC2212.001	ISKS1RC2212	IG.ISKS1RC2212.001	2212	AYURVEDA	Ayurveda m								Sanskrit	Devanagari		Paper Mss	3X1.88	9		C					Good	6									
W.ISKS1RC2213.001	ISKS1RC2213	IG.ISKS1RC2213.001	2213	AYURVEDA	Ayurveda MH								Sanskrit	Devanagari		Paper Mss	3.45X2	9		C					Good	6									
W.ISKS1RC2214.001	ISKS1RC2214	IG.ISKS1RC2214.001	2214	AYURVEDA	"Dhanvantari mantra,nrtyatantra, gandhottamanirnaya"								Sanskrit	Devanagari		Paper Mss	2.74X3.46	16		C					Good	65									
W.ISKS1RC2215.001	ISKS1RC2215	IG.ISKS1RC2215.001	2215	AYURVEDA	Nadi 4								Sanskrit	Jugarati(Hindi)		Paper Mss	26.45X11.38	9		C				"Gujarat Ayurved University,Jamnagar."	Good	24					1970	First			
W.ISKS1RC2216.001	ISKS1RC2216	IG.ISKS1RC2216.001	2216	AYURVEDA	Nadi 5								Sanskrit	Jugarati(Hindi)		Paper Mss	30.94X16.31	11		C				"Gujarat Ayurved University,Jamnagar."	Good	22					1970	First			
W.ISKS1RC2217.001	ISKS1RC2217	IG.ISKS1RC2217.001	2217	AYURVEDA	Nadi 6								Sanskrit	Jugarati(Hindi)		Paper Mss	29.40X12.90	10		C				"Gujarat Ayurved University,Jamnagar."	Good	10					1970	First			
W.ISKS1RC2218.001	ISKS1RC2218	IG.ISKS1RC2218.001	2218	AYURVEDA	Nadi 9								Sanskrit	Jugarati/Devanagari		Paper Mss	25.61X12.16	13		C				"Gujarat Ayurved University,Jamnagar."	Good	11					1970	First			
W.ISKS1RC2219.001	ISKS1RC2219	IG.ISKS1RC2219.001	2219	AYURVEDA	Nadi 10								Sanskrit	Jugarati/Devanagari		Paper Mss	14.79X21.16	22		C				"Gujarat Ayurved University,Jamnagar."	Good	13					1970	First			
W.ISKS1RC2220.001	ISKS1RC2220	IG.ISKS1RC2220.001	2220	AYURVEDA	Nadi Pariksha								Sanskrit	Jugarati/Devanagari		Paper Mss	26.43X12.29	7		C				"Gujarat Ayurved University,Jamnagar."	Good	7					1970	First			
W.ISKS1RC2221.001	ISKS1RC2221	IG.ISKS1RC2221.001	2221	AYURVEDA	Niti pramarana								Sanskrit	Devanagari		Paper Mss	3.94X3.65	15		C					Good	34									
W.ISKS1RC2222.001	ISKS1RC2222	IG.ISKS1RC2222.001	2222	AYURVEDA	Puspini Sadhanakramah								Sanskrit	Devanagari		Paper Mss	7.33X3.92	10		C					Good	8									
W.ISKS1RC2223.001	ISKS1RC2223	IG.ISKS1RC2223.001	2223	AYURVEDA	Puspinisodhanakramah								Sanskrit	Devanagari		Paper Mss	4.82X3.3	22		C					Good	5									
W.ISKS1RC2224.001	ISKS1RC2224	IG.ISKS1RC2224.001	2224	AYURVEDA	Rasamanjari								Sanskrit	Devanagari		Paper Mss	3X1.57	12		C					Good	40									
W.ISKS1RC2225.001	ISKS1RC2225	IG.ISKS1RC2225.001	2225	AYURVEDA	Sarngadhara paddhati								Sanskrit	Devanagari		Paper Mss	3.78X3.17	14		C					Good	73									
W.ISKS1RC2226.001	ISKS1RC2226	IG.ISKS1RC2226.001	2226	AYURVEDA	Sarngadharasamhita								Sanskrit	Devanagari		Paper Mss	3.85X2.92	15		C					Good	24									
W.ISKS1RC2227.001	ISKS1RC2227	IG.ISKS1RC2227.001	2227	AYURVEDA	Sarngadharasamhita mH								Sanskrit	Devanagari		Paper Mss	3.62X3.61	15		C					Good	46									
W.ISKS1RC2228.001	ISKS1RC2228	IG.ISKS1RC2228.001	2228	AYURVEDA	Sri Sargnadharapaddhati Vrksayurveda								Sanskrit	Devanagari		Paper Mss	4.11X3.28	10		C					Good	69									
W.ISKS1RC2229.001	ISKS1RC2229	IG.ISKS1RC2229.001	2229	AYURVEDA	Sudarsanasamhita 1								Sanskrit	Devanagari		Paper Mss	6.57X3.26	15		C					Good	34									
W.ISKS1RC2230.001	ISKS1RC2230	IG.ISKS1RC2230.001	2230	AYURVEDA	Tulasivrksa								Sanskrit	Devanagari		Paper Mss	3X1.62	8		C					Good	4									
W.ISKS1RC2231.001	ISKS1RC2231	IG.ISKS1RC2231.001	2231	AYURVEDA	Vrksayurveda		Surapala			Nalini Sadhake		"K.L.Mehra,S.M.Virmani, and Y.L.NeneS"	Sanskrit	Roma /Devagari		Paper Mss	10.34X5.5	6		C					Good	109									
W.ISKS1RC2232.001	ISKS1RC2232	IG.ISKS1RC2232.001	2232	AYURVEDA	Astangahridaya Samhita		Vagbhatt						Sanskrit	Devanagari		Paper	3.56X7.49	24		C					Good	620				Sri Jovananda vidya sagar bhattchariya					
W.ISKS1RC2233.001	ISKS1RC2233	IG.ISKS1RC2233.001	2233	AYURVEDA	Ayurveda Yogha Mukthavali Telugu full			1948					Sanskrit	Telugu		Paper	10.96X14.97			C					Good	302				"Adepally & C0.,"	1948	First			
W.ISKS1RC2234.001	ISKS1RC2234	IG.ISKS1RC2234.001	2234	AYURVEDA	Beauties and Wonderful Vegetable life								English	Roman		Paper	5.5X8.5			C	Library New Tork Botanical Garden.				Good	287				"The Religious Tract Society, London."		First			
W.ISKS1RC2235.001	ISKS1RC2235	IG.ISKS1RC2235.001	2235	AYURVEDA	Botany Book on Ayu		Thaker Jayakrishna Indraji	1910					Sanskrit	Devanagari		Paper	6.32X9.60			C		New York			Good	856					1910	First			
W.ISKS1RC2236.001	ISKS1RC2236	IG.ISKS1RC2236.001	2236	AYURVEDA	Interpretation of ancient hinduMedicine		Chandra Chakraberty	1923					English	Roman/Devanagari		Paper	4X6.59			C					Good	629				Ramachandra Chakraberty .	1923	First			
W.ISKS1RC2237.001	ISKS1RC2237	IG.ISKS1RC2237.001	2237	AYURVEDA	Abhinavam Prasutitantrah		Pandit Damodar Sharma Gaud	1950					Sanskrit	Devanagari		Paper	6.94X10.88			C					Good	99				"Secretaty,Swami Lakshmiram Trust, Jaipur."	1950	First			
W.ISKS1RC2238.001	ISKS1RC2238	IG.ISKS1RC2238.001	2238	AYURVEDA	Agastya Vidyamu		Vaidyarantna Pandit D. Gopalacharlu	1917					Sanskrit	Telugu		Paper	4.52X6.79			C					Good	115				"The Ayurvedasrama , Madras."	1917	First			
W.ISKS1RC2239.001	ISKS1RC2239	IG.ISKS1RC2239.001	2239	AYURVEDA	Interpretation of ancient hindu Medicine		Chandra Chakraberty						English	Romanb/Devanagari		Paper	4X6.64			C					Good	319						First			
W.ISKS1RC2240.001	ISKS1RC2240	IG.ISKS1RC2240.001	2240	AYURVEDA	Arogya Bhaskaramu Telugu Ayurveda								Sanskrit	Telugu		Paper	10.59X16.63			C					Good	55						First			
W.ISKS1RC2241.001	ISKS1RC2241	IG.ISKS1RC2241.001	2241	AYURVEDA	Arogya Saptasati Telugu Ayurveda			1879					Sanskrit	Telugu		Paper	5X7.16			C					Good	115						First			
W.ISKS1RC2242.001	ISKS1RC2242	IG.ISKS1RC2242.001	2242	AYURVEDA	Arogya Venkateswara Stakamu								Sanskrit	Telugu		Paper	5x7.16			C					Good	50						First			
W.ISKS1RC2243.001	ISKS1RC2243	IG.ISKS1RC2243.001	2243	AYURVEDA	Aryvidyasudhakara		Yajnesvara Cimana Bhatta	1940		Pandita Sivadatta D. Kudala			Sanskrit	Devanagri		Paper	4.25X7.79			C					Good	236				"The Oriental Booksellers & Publishers, Said Mitha , Lahore."	1940	First			
W.ISKS1RC2244.001	ISKS1RC2244	IG.ISKS1RC2244.001	2244	AYURVEDA	Astangahridaya Samhita		SriMaduvaga Bhatta						Sanskrit	Devanagaari		Paper	3.57X7.5			C					Good	621				Sri Jovananda vidya sagar bhattchariya		First			
W.ISKS1RC2245.001	ISKS1RC2245	IG.ISKS1RC2245.001	2245	AYURVEDA	Astangahridaya Samhita		Vagbata						Sanskrit	Devanagaari		Paper	3.77X7.47			C	University of Toronto				Good	330						First			
W.ISKS1RC2246.001	ISKS1RC2246	IG.ISKS1RC2246.001	2246	AYURVEDA	Astangadrdaya Samhita		Vagbata						Sanskrit	Devanagaari		Paper	3.57X7.5			C	University of Toronto	Toronto			Good	293						First			
W.ISKS1RC2247.001	ISKS1RC2247	IG.ISKS1RC2247.001	2247	AYURVEDA	Astangadrdaya Samhita		Vagbata						Sanskrit	Devanagaari		Paper	3.77X7.47			C		Toronto			Good	328						First			
W.ISKS1RC2248.001	ISKS1RC2248	IG.ISKS1RC2248.001	2248	AYURVEDA	Astangahrdayam								Sanskrit	Telugu		Paper	5.61X8.58			C					Good	430						First			
W.ISKS1RC2249.001	ISKS1RC2249	IG.ISKS1RC2249.001	2249	AYURVEDA	Astangahrdayam Sarirasthanam								Sanskrit	Telugu		Paper	5.61X8.58			C					Good	431					1930	First			
W.ISKS1RC2250.001	ISKS1RC2250	IG.ISKS1RC2250.001	2250	AYURVEDA	Astangahrdayam Uttarasthanam								Sanskrit	Telugu		Paper	5.15X8.12			C					Good	557					1931	First			
W.ISKS1RC2251.001	ISKS1RC2251	IG.ISKS1RC2251.001	2251	AYURVEDA	Astangahrdayam								Sanskrit	Devanagari		Paper	6.28X9.72			C					Good	280						First			
W.ISKS1RC2252.001	ISKS1RC2252	IG.ISKS1RC2252.001	2252	AYURVEDA	Astangahrdayam								Sanskrit	Devanagari		Paper	6.28X9.65			C					Good	282						First			
W.ISKS1RC2253.001	ISKS1RC2253	IG.ISKS1RC2253.001	2253	AYURVEDA	Astangahrdayam								Sanskrit	Devanagari		Paper	6.28X9.69			C					Good	282						First			
W.ISKS1RC2254.001	ISKS1RC2254	IG.ISKS1RC2254.001	2254	AYURVEDA	Astangahrdayam								Sanskrit	Devanagari		Paper	6.28X9.72			C					Good	280						First			
W.ISKS1RC2255.001	ISKS1RC2255	IG.ISKS1RC2255.001	2255	AYURVEDA	Astangahrdayam								Sanskrit	Devanagari		Paper	6.28X9.65			C					Good	282						First			
W.ISKS1RC2256.001	ISKS1RC2256	IG.ISKS1RC2256.001	2256	AYURVEDA	Astangahrdayasamhita		Vagabhata						Sanskrit	Devanagari		Paper	3.56x7.49			C					Good	620						First			
W.ISKS1RC2257.001	ISKS1RC2257	IG.ISKS1RC2257.001	2257	AYURVEDA	Astangahrdayasamhita part 1		Vagabhata						Sanskrit	Devanagari		Paper	3.57X7.5			C					Good	299				Jivananda vidya sagara bhattachariya		First			
W.ISKS1RC2258.001	ISKS1RC2258	IG.ISKS1RC2258.001	2258	AYURVEDA	Astangasangraha								Sanskrit	Devanagari		Paper	6.86X6.54			C					Good	443						First			
W.ISKS1RC2259.001	ISKS1RC2259	IG.ISKS1RC2259.001	2259	AYURVEDA	Brhasyogatatangini		Vimallabhatta	1913					Sanskrit	Devanagari		Paper	5.84X9.11			C					Good	221				Anandasramam press	1913	First			
W.ISKS1RC2260.001	ISKS1RC2260	IG.ISKS1RC2260.001	2260	AYURVEDA	Arogyasastra		Balagi Prabhakar Montak	1893					Sanskrit	Devanagari		Paper	8.26X11.66			C					Good	157					1813	First			
W.ISKS1RC2261.001	ISKS1RC2261	IG.ISKS1RC2261.001	2261	AYURVEDA	Astangahrdaya samhita		Vagabhata						Sanskrit	Devanagari		Paper	3.57X7.5			C					Good	630				Jivananda vidya sagara bhattachariya					
W.ISKS1RC2262.001	ISKS1RC2262	IG.ISKS1RC2262.001	2262	AYURVEDA	Brhadyogatarangini Vol.1		Vimallabhatta	1913					Sanskrit	Devanagari		Paper	5.89X9.51			C					Good	455				Anandasramam press	1913	First			
W.ISKS1RC2263.001	ISKS1RC2263	IG.ISKS1RC2263.001	2263	AYURVEDA	Astangahrdaya samhita 2								Sanskrit	Devanagari		Paper	3.77X7.47			C					Good	330						First			
W.ISKS1RC2264.001	ISKS1RC2264	IG.ISKS1RC2264.001	2264	AYURVEDA	Astangahudaya samhita part 1		Vagabhata						Sanskrit	Devanagari		Paper	3.57X7.5			C					Good	299						First			
W.ISKS1RC2265.001	ISKS1RC2265	IG.ISKS1RC2265.001	2265	AYURVEDA	Harita samhita		Manmatha Nath Dutt (Sastri).	1906					Sanskrit	Devanagari		Paper	4X7.18			C					Good	420					1906	First			
W.ISKS1RC2266.001	ISKS1RC2266	IG.ISKS1RC2266.001	2266	AYURVEDA	Ayurveda Yoga sindhu Telugu		S.Ramakrishnamurthy	1974					Sanskrit	Telugu		Paper	5X7.16			C	University of Toronto				Good	152					1974	First			
W.ISKS1RC2267.001	ISKS1RC2267	IG.ISKS1RC2267.001	2267	AYURVEDA	Brhasyogatarangini Vol-1		Tirumalabhatta						Sanskrit	Devanagari		Paper	5.72X9.23			C					Good	300						First			
W.ISKS1RC2268.001	ISKS1RC2268	IG.ISKS1RC2268.001	2268	AYURVEDA	Ayurveda Yoga muktavali			1948					Sanskrit	Telugu		Paper	11X15			C	The Governmenet Oriental Manuscripts Library				Good	300				"The Addepally & Co., Educational Publishers"	1948	First			
W.ISKS1RC2269.001	ISKS1RC2269	IG.ISKS1RC2269.001	2269	AYURVEDA	Ayurvedamahodadhi Annapana vidhi		T. Chandrasekharan	1950					Sanskrit	Devanagari		Paper	4.98X7			C		Madras			Good	139				The Government of Madras	1950	First			
W.ISKS1RC2270.001	ISKS1RC2270	IG.ISKS1RC2270.001	2270	AYURVEDA	Caraka Samhita All		Charaka	1877		Jibananda Vidyasagara			Sanskrit	Devanagari		Paper	12X18.28			C					Good	993					1877	First			
W.ISKS1RC2271.001	ISKS1RC2271	IG.ISKS1RC2271.001	2271	AYURVEDA	Carkasamhita telugu indriya athanamu			1930					Sankrit	Telugu		Paper	10.46X15.12			C					Good	158					1930	First			
W.ISKS1RC2272.001	ISKS1RC2272	IG.ISKS1RC2272.001	2272	AYURVEDA	Materia Ayurveda		Todarananda			Vaidya Bhagwan Dash/Vaidya Latitesh Kashyap			English	Roman		Paper	5.55X8.43			C					Good	747				The Concept Publishing company	1980	First			
W.ISKS1RC2273.001	ISKS1RC2273	IG.ISKS1RC2273.001	2273	AYURVEDA	Rasapradipika telugu		Mudumba	1916			Prabha	Pandit D. Gopalacharlu	Sanskrit	Devanagari		Paper	9.58X14.			C					Good	273				"The Ayurvedasrama , Madras."	1916	First			
W.ISKS1RC2274.001	ISKS1RC2274	IG.ISKS1RC2274.001	2274	AYURVEDA	Review of History of Meicine Vol-1		Thomas A. Wise						English	Roman		Paper	4.58X8			C					Good	515				"The Adam Black & Co.,"		First			
W.ISKS1RC2275.001	ISKS1RC2275	IG.ISKS1RC2275.001	2275	AYURVEDA	Astangahrdayasamhita		VagBhata	1965		Claus Vogel		Claus Vogel	English	Roman		Paper	5.72X8.42			C					Good	308						First			
W.ISKS1RC2276.001	ISKS1RC2276	IG.ISKS1RC2276.001	2276	AYURVEDA	Agastyarasayanika Tantra								Sanskrit	Telugu		Paper	4.86X7.39			C					Good	147						First			
